Brand,Fuel Type,Transmission,Condition,Price,Model,Engine_scaled,Mileage_scaled,Age_scaled
3,0,0,1,43306.9,13,-0.8836914865110671,-0.8502597593124152,-0.9117202688797068
6,2,1,2,40537.67,22,-1.5821293216341017,1.1301306142151542,0.23272242098372975
0,2,1,1,30691.24,3,0.7925593177842146,1.649479545645239,1.0910544383813072
0,2,1,1,33214.51,3,-1.3027541875848876,-0.8921698938823887,1.0910544383813072
1,3,1,1,39239.12,0,0.3734966167103943,1.1276847187394363,-1.3408862775784955
5,0,0,2,98939.58,17,-0.7440039194864605,-1.6011610466158013,0.6618884296825185
3,2,0,2,79380.99,8,-1.0932228370479775,-0.39511842818442877,0.3757777572166593
6,3,0,2,11783.11,22,-0.39478500192494337,-1.4101764268653354,0.9479991021483776
1,3,0,2,87879.25,1,1.0719344518334284,-1.0819372540240089,-0.33949892394798853
2,3,1,1,65163.82,12,-0.3249412184126399,-1.6213197758389264,-0.4825542601809181
1,0,0,0,89606.41,27,0.9322468848088216,-1.080560726802791,-0.6256095964138477
1,3,0,1,37462.42,27,-1.3027541875848876,-0.3316047796219526,0.6618884296825185
3,0,0,2,49129.29,13,1.0020906683211253,-0.7754267340134776,0.6618884296825185
2,1,1,0,90141.57,14,-0.8836914865110671,0.3397423353014592,0.5188330934495888
1,3,0,1,30894.45,26,0.6528717507596082,-1.6363250601760042,1.520220447080096
6,2,0,0,91972.58,25,0.23380904968578736,-0.4248332141498932,-0.33949892394798853
6,3,1,2,83707.47,7,1.4909971529072488,-0.4101919700696663,-0.7686649326467773
0,1,1,0,98153.0,24,-0.39478500192494337,-0.6404929375600421,1.3771651108471663
2,1,0,0,35804.47,21,-1.512285538121798,-1.5833799553202341,-0.6256095964138477
2,3,0,2,27396.55,14,-1.6519731051464048,-1.2669834670845925,1.2341097746142367
0,1,1,0,36432.36,24,1.1417782353457318,0.6403713299122412,1.2341097746142367
1,0,0,1,95691.73,0,0.0941214826611807,1.2822539365467738,-0.196443587715059
2,0,1,0,36641.96,12,1.0020906683211253,-0.679672770203633,0.5188330934495888
6,3,0,1,58695.12,22,-0.8836914865110671,0.8344275393298874,0.5188330934495888
6,0,0,0,43349.53,7,-0.53447256894955,-1.6490892216818431,-1.4839416138114252
3,0,0,0,42640.91,13,-1.5821293216341017,-0.20874119293473373,-0.7686649326467773
2,2,0,2,23370.97,11,1.6306847199318557,0.6337617239987899,0.3757777572166593
1,3,0,2,56022.56,27,0.5830279672473044,-1.0092770940081508,-1.197830941345566
0,1,1,1,85693.4,3,1.5608409364195526,0.2889587194707421,1.2341097746142367
0,3,1,2,9701.08,24,-0.813847702998764,-1.461278577920797,0.08966708475080017
1,0,0,2,89476.53,26,0.4433404002226975,-1.070970541286372,0.6618884296825185
5,2,0,2,68219.93,17,0.6528717507596082,0.4764849567811232,1.520220447080096
4,3,0,2,63590.12,15,-0.6043163524618534,-0.6792177198825693,-1.3408862775784955
3,3,1,2,64460.52,8,1.2116220188580356,1.3435037097619575,-0.05338825148212941
0,0,1,1,33145.63,24,1.5608409364195526,0.8414694430483494,-1.197830941345566
2,0,1,1,44438.73,14,1.3513095858826425,0.7896505877372122,-0.4825542601809181
3,3,1,2,80932.55,8,0.8624031012965183,-1.3887435567432316,1.520220447080096
2,0,1,2,34106.2,14,-0.7440039194864605,0.8038709102704551,0.23272242098372975
5,0,1,1,49651.92,19,-0.7440039194864605,0.3044531829029635,0.3757777572166593
6,0,1,0,6865.07,9,1.6306847199318557,0.20756159329045956,-0.33949892394798853
3,0,1,1,74688.04,6,-1.6519731051464048,1.6176601519448546,-0.6256095964138477
0,0,0,0,44681.71,3,0.7925593177842146,-0.28399513978065527,0.6618884296825185
3,2,1,2,54909.08,4,0.7227155342719114,-0.9283350181489322,-0.7686649326467773
3,0,1,2,15895.49,8,0.4433404002226975,-1.4524619779501866,-1.4839416138114252
3,1,1,1,99212.85,4,1.7703722869564626,0.6375045128895395,0.5188330934495888
4,3,1,2,33734.44,15,-0.6043163524618534,-1.5977481692078228,0.6618884296825185
3,2,0,0,65324.02,8,-0.53447256894955,-0.22637439287595496,-0.196443587715059
2,2,1,0,60217.45,12,-1.4424417546094945,-1.025317617825649,-0.7686649326467773
6,0,0,1,79583.76,7,-0.1852536513880329,-0.4675169342656752,-1.3408862775784955
5,3,0,0,32914.51,18,-0.813847702998764,1.1303353868596329,-1.0547756051126365
1,1,0,1,76813.1,26,-0.53447256894955,1.5519736380992988,-1.0547756051126365
3,0,1,1,41337.66,6,1.2116220188580356,-1.2561873982173544,-1.197830941345566
0,3,1,0,44060.29,23,1.5608409364195526,1.589208130620342,0.08966708475080017
3,0,1,0,68907.69,4,-1.0932228370479775,0.7803903137035644,-0.9117202688797068
0,0,0,0,79507.15,2,-0.39478500192494337,-1.2844346468973882,-0.196443587715059
2,0,0,0,68352.33,11,1.4909971529072488,-0.8345150182036086,-0.6256095964138477
0,0,0,0,90488.55,24,-1.512285538121798,0.2898801963708962,-1.6269969500443546
1,0,0,0,32090.11,0,-1.3725979710971912,-0.7852785734645082,-1.197830941345566
6,0,1,0,90558.59,9,-1.1630666205602809,1.5656479002472652,1.3771651108471663
0,0,1,2,17432.03,3,0.3734966167103943,-0.650674688493844,-1.4839416138114252
0,1,1,1,67655.38,3,-1.1630666205602809,-1.1431756509811661,0.804943765915448
6,2,0,1,57024.91,9,1.6306847199318557,-1.2289526365016876,-0.6256095964138477
1,1,0,0,51990.41,27,-0.1852536513880329,0.24437516426451883,0.08966708475080017
3,0,1,1,34536.64,8,0.02427769914887722,1.0351274834350648,0.5188330934495888
0,0,1,0,52854.61,2,-0.8836914865110671,-0.7132668601561661,-0.33949892394798853
6,1,0,2,20368.47,7,-0.04556608436342626,-0.5567750547423344,-0.7686649326467773
2,1,1,1,40085.49,11,0.5830279672473044,1.2020854462333634,-1.197830941345566
6,2,1,1,14374.69,7,0.9322468848088216,1.2784428901078646,-0.05338825148212941
2,1,0,2,59325.43,14,0.9322468848088216,0.8137568784955655,-1.197830941345566
1,2,0,2,14097.95,27,0.30365283319809083,1.095558166072334,0.6618884296825185
3,0,0,2,20232.74,13,1.4211533693949456,-0.512532787276909,-0.196443587715059
6,3,1,1,13119.35,25,1.1417782353457318,0.9308299498472479,0.6618884296825185
5,3,0,1,41224.51,19,0.9322468848088216,0.9452777975410227,-0.196443587715059
5,3,1,2,84986.05,20,-1.512285538121798,-0.6080706021842482,0.804943765915448
4,3,1,2,91155.16,16,-1.7218168886587082,0.18197638898864887,-1.4839416138114252
0,0,0,2,11829.5,2,-0.9535352700233706,-0.006516830253992734,0.08966708475080017
1,3,1,2,65282.26,27,0.5830279672473044,0.1258345556274058,0.23272242098372975
6,1,0,2,70016.62,22,-0.2550974349003364,0.1512036110267112,-1.3408862775784955
5,1,0,0,55708.14,19,-0.3249412184126399,-1.5386712612757185,-1.3408862775784955
0,3,1,2,68363.56,23,1.3513095858826425,1.188297421505131,0.23272242098372975
5,1,1,0,27200.62,20,1.4211533693949456,1.2254636564780148,-1.3408862775784955
6,2,0,1,51516.2,25,1.4211533693949456,-0.656760986538072,-0.05338825148212941
2,0,0,1,42133.21,11,-0.6043163524618534,0.46160481128233777,-0.7686649326467773
6,3,0,0,13522.26,22,0.7227155342719114,-0.4633873526020214,1.520220447080096
4,3,0,2,64427.86,5,-0.7440039194864605,0.7789341526761603,-1.197830941345566
6,0,0,1,52045.44,9,-1.0233790535356742,-0.507345213616782,-0.33949892394798853
6,1,0,2,31141.53,25,-1.0932228370479775,-1.3187795698796765,-1.0547756051126365
4,0,1,2,50000.1,5,-0.53447256894955,-0.451817698188975,-0.7686649326467773
1,0,1,0,78653.31,1,-0.2550974349003364,-0.7452341452108963,-0.33949892394798853
6,1,1,1,81157.49,25,1.2116220188580356,-1.1336423467548802,-0.9117202688797068
4,0,1,1,66704.98,16,-1.3027541875848876,0.8125054901126402,-1.4839416138114252
0,1,0,0,49436.04,23,0.8624031012965183,-1.5578743848246097,-1.6269969500443546
2,1,1,2,59696.22,11,0.16396526617348417,-0.9703930440732513,0.08966708475080017
2,0,1,2,41576.46,14,-0.7440039194864605,-0.43939482442393396,-0.05338825148212941
6,2,0,1,17022.85,25,0.02427769914887722,1.302435418285952,-1.3408862775784955
1,1,1,0,41633.96,27,-0.6741601359741569,-1.1973721442198617,0.23272242098372975
1,0,0,0,55381.61,26,0.3734966167103943,-0.381091502037638,1.0910544383813072
0,1,0,2,61889.23,24,-0.1852536513880329,-1.2373369386672877,1.6632757833130254
6,2,0,2,93901.09,9,-1.1630666205602809,1.6427675534095483,-1.6269969500443546
2,2,0,0,78846.68,12,-1.3027541875848876,-1.5020283341720582,1.3771651108471663
1,3,0,1,19439.29,26,0.16396526617348417,1.4686653005705486,-1.3408862775784955
6,1,1,2,21547.31,22,1.4211533693949456,-0.9914618739385042,-0.9117202688797068
5,1,1,0,14547.0,17,-0.53447256894955,1.4178589322237782,-1.4839416138114252
1,0,1,0,75127.26,0,0.8624031012965183,-1.1727197930762316,0.804943765915448
4,1,0,0,72081.62,5,0.5830279672473044,1.6457822617865958,0.08966708475080017
5,3,1,1,98704.48,17,1.5608409364195526,-0.041805982652488374,-0.33949892394798853
1,2,1,2,54592.22,27,1.1417782353457318,0.13865559842337763,1.0910544383813072
2,2,1,2,83509.42,14,0.23380904968578736,0.03765717966327309,-0.33949892394798853
3,3,1,2,59761.79,6,0.5830279672473044,0.8164302991318152,0.6618884296825185
5,1,0,1,88038.24,20,1.4211533693949456,-0.14793509378258698,0.3757777572166593
0,1,1,2,73497.0,3,-0.3249412184126399,0.5899745068544283,-0.4825542601809181
0,3,0,2,66073.98,2,-0.6043163524618534,-0.947686033052169,0.6618884296825185
2,0,0,2,58686.65,21,-1.6519731051464048,-1.372862300538106,1.6632757833130254
1,2,1,2,73682.2,0,1.1417782353457318,-1.3200195820045753,0.08966708475080017
6,3,0,1,44867.12,22,1.0719344518334284,0.7811752755073994,1.0910544383813072
1,3,0,0,14174.78,26,-1.3725979710971912,0.09070467084128249,1.3771651108471663
2,1,0,0,8798.68,14,0.30365283319809083,-0.45760821352451153,1.6632757833130254
0,2,0,2,50507.25,24,-0.11540986787572974,0.7205967015157845,1.2341097746142367
1,1,0,2,61932.7,0,-1.3027541875848876,-1.6507387790956993,0.6618884296825185
0,3,0,2,12490.66,2,1.7005285034441595,0.29183691275147045,1.3771651108471663
5,0,0,1,32255.84,18,-0.9535352700233706,1.5310071945562855,0.3757777572166593
6,2,1,2,35593.06,9,-1.512285538121798,0.9098521300462079,1.520220447080096
5,3,1,1,58465.58,20,0.3734966167103943,-1.1108101968955053,0.23272242098372975
0,3,0,2,31455.83,23,0.8624031012965183,1.0820545477947665,0.3757777572166593
0,0,0,2,14086.62,2,-1.5821293216341017,1.4784261299573664,-1.197830941345566
3,3,1,0,20661.39,4,0.5830279672473044,-0.8989615199242655,-0.196443587715059
3,3,1,2,21525.04,8,0.16396526617348417,1.4572435375118478,0.804943765915448
5,2,1,1,85056.02,18,-1.3725979710971912,0.573296912587441,1.520220447080096
4,2,1,0,32010.37,16,-1.0932228370479775,0.7479224732956641,0.5188330934495888
5,2,0,1,72895.71,19,0.23380904968578736,1.1702205475008727,-0.4825542601809181
3,1,0,0,58944.68,13,-0.6741601359741569,-0.24366630507637835,-0.05338825148212941
0,0,1,1,97818.68,3,1.5608409364195526,0.12209176673665628,0.5188330934495888
2,2,1,0,30918.15,12,1.1417782353457318,-0.5741579770069706,-1.0547756051126365
5,1,1,1,20045.44,18,1.7005285034441595,0.4554730082060034,1.2341097746142367
0,1,1,1,9943.59,2,-0.813847702998764,-1.2637298572889863,-1.3408862775784955
2,0,0,2,27891.17,11,1.6306847199318557,1.460155859566656,0.3757777572166593
2,0,1,0,69986.73,14,-0.1852536513880329,1.2461001885382568,-1.3408862775784955
3,3,1,0,13099.53,6,-0.53447256894955,0.16151050079880566,0.08966708475080017
5,1,1,2,28246.68,17,-1.512285538121798,-0.40865617523607606,-0.6256095964138477
1,2,0,1,86254.29,0,-1.512285538121798,-0.19398618627424086,-0.196443587715059
6,0,0,1,60380.53,25,0.7227155342719114,-0.6704580012020916,-0.196443587715059
3,1,0,0,11604.55,13,-0.11540986787572974,0.5135715579478207,1.520220447080096
3,2,1,1,9529.9,8,-0.9535352700233706,0.6113049906542927,-1.197830941345566
1,1,1,0,10806.67,27,0.4433404002226975,0.17023609070520354,-1.0547756051126365
6,0,1,0,94478.13,22,-0.813847702998764,-1.3355026691787701,0.23272242098372975
0,3,0,1,85737.79,23,0.30365283319809083,1.3219570770595879,-0.4825542601809181
4,1,0,1,85269.3,5,-0.46462878543724684,1.6753719089137677,-0.9117202688797068
5,2,1,1,92800.59,17,1.1417782353457318,1.0394618377431972,-1.4839416138114252
4,0,1,2,52999.26,5,1.1417782353457318,1.3863011924580055,0.9479991021483776
0,3,0,0,28497.74,24,-0.04556608436342626,0.5394297924422696,-1.6269969500443546
3,2,1,1,43128.06,13,-0.46462878543724684,0.5298168544097974,-0.9117202688797068
6,2,1,2,73292.09,22,-0.46462878543724684,-1.530104938981693,1.0910544383813072
3,2,1,1,88223.12,4,1.0719344518334284,-1.1800233507293052,1.2341097746142367
2,1,0,0,46333.64,12,-0.6043163524618534,-0.5506091228919202,-0.33949892394798853
3,0,1,2,55861.19,13,-1.0233790535356742,0.3179226724064512,1.2341097746142367
3,2,1,0,93519.38,4,-1.4424417546094945,-1.5167150832843914,-1.0547756051126365
0,1,1,1,15212.37,2,-0.11540986787572974,0.6863769173717887,0.3757777572166593
0,0,1,1,86918.43,3,-0.04556608436342626,-0.17336103047202533,-1.6269969500443546
0,0,0,1,20134.21,2,1.2116220188580356,0.781016007895027,-1.3408862775784955
4,1,0,2,50966.83,10,-0.9535352700233706,-0.8085999024190267,1.3771651108471663
2,1,0,2,25750.2,21,-0.39478500192494337,-1.5067836100271745,1.0910544383813072
0,2,1,2,62280.02,2,1.0719344518334284,-1.4799470173424385,0.9479991021483776
6,0,0,2,58064.48,7,1.1417782353457318,0.1447646489836588,-1.197830941345566
4,3,1,1,41100.7,16,-0.39478500192494337,1.0865367934572447,-1.3408862775784955
1,1,0,1,87013.83,26,-0.11540986787572974,-1.5857348407317393,0.6618884296825185
6,0,1,1,67682.27,7,-0.6741601359741569,1.5223498621980471,0.804943765915448
5,0,0,2,73514.49,20,1.5608409364195526,-0.5883214182500804,-1.197830941345566
5,2,0,2,19312.68,19,-1.3027541875848876,-1.1485338685116921,0.3757777572166593
6,3,0,1,88900.74,25,1.5608409364195526,0.5701456891140744,0.9479991021483776
0,2,1,1,20868.82,23,0.6528717507596082,1.4185528839634005,-0.196443587715059
1,3,1,2,26164.57,27,0.16396526617348417,-1.3239671435398035,1.2341097746142367
1,3,1,0,17165.24,0,-1.5821293216341017,0.581931492429626,-0.05338825148212941
4,1,0,1,46834.12,16,-0.04556608436342626,-1.3940562692416512,-1.0547756051126365
1,0,1,1,89332.38,1,-0.3249412184126399,1.5166958619588298,-0.6256095964138477
5,0,1,1,28982.51,17,-1.1630666205602809,-1.310213247585651,-1.4839416138114252
2,0,1,2,40506.57,21,0.5830279672473044,1.3813752727324902,0.804943765915448
0,3,1,1,85376.31,2,1.7005285034441595,-0.642711307875228,1.2341097746142367
1,0,1,1,63692.45,0,0.23380904968578736,-0.41206905264405436,-0.196443587715059
4,1,1,1,76403.56,15,0.7925593177842146,0.836429760742568,1.3771651108471663
5,3,0,1,25330.0,19,-1.512285538121798,1.007278403785962,-1.6269969500443546
2,3,0,1,73066.54,14,-0.2550974349003364,0.3558056116350104,1.0910544383813072
3,3,1,0,26623.0,6,-1.3027541875848876,1.121609796953235,-0.4825542601809181
3,3,0,0,98794.83,6,0.4433404002226975,0.7927790586945256,-1.4839416138114252
2,1,0,1,58189.18,12,1.5608409364195526,1.459871453115991,-1.0547756051126365
5,0,1,1,71085.73,17,0.5830279672473044,1.571154009132137,1.2341097746142367
4,1,1,1,16248.15,10,-1.4424417546094945,-1.046011031176024,-1.6269969500443546
2,0,0,1,28812.32,21,-0.46462878543724684,-0.1834517713416145,-1.6269969500443546
0,1,1,2,18275.36,2,0.23380904968578736,-1.0593895106152988,1.520220447080096
0,2,0,2,42066.22,23,-0.3249412184126399,0.31067599604351065,-0.7686649326467773
3,2,0,2,31992.91,13,1.2116220188580356,-1.1873382846404055,-0.9117202688797068
1,2,0,0,74627.61,1,1.1417782353457318,0.12027156545240118,-0.9117202688797068
4,2,1,1,15327.35,10,0.4433404002226975,0.5650149967440803,-0.6256095964138477
3,3,0,2,76445.64,13,-0.39478500192494337,-0.03848411530872283,-0.196443587715059
1,3,1,1,9341.96,26,-0.813847702998764,1.3983372734501422,-0.9117202688797068
1,1,1,1,24191.69,26,-1.3725979710971912,1.2442799872540018,-1.3408862775784955
0,1,1,0,80236.67,3,-0.46462878543724684,-1.5469531771190792,-1.6269969500443546
5,2,1,0,75563.78,19,-0.2550974349003364,-0.4290538058777597,-0.05338825148212941
6,0,1,2,50250.98,7,0.6528717507596082,0.295409057771821,0.08966708475080017
5,2,0,2,9748.36,20,0.5830279672473044,0.8198318002817669,0.9479991021483776
6,1,1,0,62939.91,7,-1.4424417546094945,0.9337877769341625,-1.197830941345566
2,2,1,0,43638.79,14,-0.3249412184126399,0.07825904456018828,1.2341097746142367
0,1,1,1,35070.17,24,-1.0932228370479775,0.9675411344990679,-0.9117202688797068
1,2,1,1,65839.01,1,-1.1630666205602809,0.20940454709076783,-0.4825542601809181
4,0,1,2,46478.38,15,1.1417782353457318,-0.0592457862072575,-0.05338825148212941
6,2,0,2,13780.0,9,-1.5821293216341017,-0.35387949283802433,1.2341097746142367
5,0,1,0,92015.29,18,-0.2550974349003364,0.6871732554336504,-1.4839416138114252
1,0,1,2,78956.84,0,-1.1630666205602809,-0.1350685459545088,-0.6256095964138477
6,1,0,1,10355.93,22,1.3513095858826425,0.7240550839558691,-1.4839416138114252
6,0,1,0,54881.07,22,0.23380904968578736,0.8669408847698941,1.6632757833130254
6,3,0,1,12920.87,9,-0.8836914865110671,0.3651113907007646,-0.7686649326467773
4,3,0,0,84542.54,15,0.02427769914887722,-0.5497900323140055,-1.0547756051126365
0,3,0,0,63236.33,24,0.8624031012965183,1.3540495009526106,-0.6256095964138477
4,1,0,1,21382.67,5,1.6306847199318557,1.4572435375118478,-0.33949892394798853
3,3,1,2,6970.43,6,-0.9535352700233706,-0.04344416380831796,0.23272242098372975
1,1,1,2,8000.2,1,1.3513095858826425,-0.3662454853129324,-1.3408862775784955
0,1,0,2,53199.72,24,1.5608409364195526,0.8958252038994171,-0.05338825148212941
0,3,0,2,74765.48,24,1.4909971529072488,1.1951800576112206,1.6632757833130254
0,0,1,1,16479.84,24,0.5131841837350013,0.6329085046467954,-0.6256095964138477
5,2,0,0,26021.99,18,0.4433404002226975,-1.532710102069783,0.9479991021483776
0,1,0,1,36089.69,23,-0.3249412184126399,0.5822955326864772,1.2341097746142367
4,3,0,2,25717.29,15,0.9322468848088216,0.6196892928198927,-1.0547756051126365
0,1,1,2,42176.97,24,0.16396526617348417,-0.9714055310376183,-0.4825542601809181
2,0,0,1,58163.43,11,0.6528717507596082,1.3964260621016744,-0.33949892394798853
1,0,1,0,70068.99,1,-0.2550974349003364,-0.5791521542806455,-0.33949892394798853
0,3,1,1,96558.64,2,0.8624031012965183,0.3449981665097458,0.9479991021483776
1,1,1,1,93430.15,1,1.1417782353457318,1.0983794780629295,-0.33949892394798853
2,2,0,1,59162.06,11,-1.2329104040725845,0.12555014917674095,-0.196443587715059
2,2,0,0,74744.26,11,1.2116220188580356,-1.5079439883458872,0.23272242098372975
1,1,1,1,95332.86,26,0.16396526617348417,1.236783033214476,0.804943765915448
6,1,1,1,12929.83,9,1.2116220188580356,-1.4904017984688787,0.5188330934495888
3,1,1,2,5535.3,8,-0.1852536513880329,1.3219684533176146,-0.4825542601809181
5,3,0,1,7830.98,20,-0.39478500192494337,1.2349855844462743,1.0910544383813072
6,0,0,2,58518.19,9,1.4909971529072488,-0.5676166286416787,-1.0547756051126365
6,2,1,2,77469.18,25,-0.813847702998764,0.6876055532386609,0.3757777572166593
4,3,1,2,39872.12,10,1.2116220188580356,1.5833152289625663,-0.7686649326467773
5,1,0,0,56797.72,20,-0.04556608436342626,-0.31909089579269884,1.3771651108471663
5,1,1,2,54054.8,20,0.0941214826611807,1.3863694500061652,-0.05338825148212941
6,0,0,1,14003.23,9,-0.6741601359741569,-0.44343339602337495,0.23272242098372975
0,1,0,1,35550.89,3,0.30365283319809083,-1.6334809956693557,-0.6256095964138477
4,3,1,2,6846.34,15,-0.6043163524618534,-1.5208332886900184,-1.3408862775784955
4,3,1,2,15517.04,5,-1.5821293216341017,1.041065890124947,-0.05338825148212941
2,0,0,1,82126.53,12,-0.7440039194864605,1.1282307791247128,0.9479991021483776
5,3,0,2,83794.28,17,-1.7218168886587082,0.3375353412442999,-0.6256095964138477
6,2,0,0,81184.9,7,1.7005285034441595,1.4965257564776782,-0.05338825148212941
2,3,0,2,74047.77,14,1.6306847199318557,-1.4734625502672798,-0.9117202688797068
1,3,0,0,80364.72,27,-0.3249412184126399,1.1458184740338277,-1.197830941345566
3,3,1,0,68743.32,8,0.7925593177842146,0.09464085611848413,-0.9117202688797068
4,2,0,0,68634.17,16,-0.53447256894955,-1.4635424532680894,0.3757777572166593
1,1,0,2,68399.37,0,0.6528717507596082,-1.2440944359350845,1.3771651108471663
1,3,0,0,53834.07,0,1.0719344518334284,0.6505530808460431,-0.196443587715059
0,0,1,0,39517.99,24,1.5608409364195526,-0.8762772614192365,-0.9117202688797068
3,2,1,2,74368.55,8,-0.3249412184126399,0.8707746837248564,1.0910544383813072
1,0,0,0,33371.37,1,1.0020906683211253,0.4633226262443535,1.0910544383813072
1,3,0,2,56575.7,27,-0.813847702998764,0.18509348368793574,-1.0547756051126365
3,0,1,1,46168.78,4,1.7703722869564626,1.602393213673165,-0.6256095964138477
3,3,1,0,31279.12,6,-1.6519731051464048,0.5396914463768813,-1.197830941345566
1,2,1,2,97595.54,0,0.3734966167103943,0.33678450821454464,0.3757777572166593
3,0,1,1,29581.41,4,0.5830279672473044,-0.6601056063978907,1.0910544383813072
1,0,0,0,34382.84,0,0.6528717507596082,0.7097551276164401,1.2341097746142367
1,3,1,0,20350.81,0,-1.3027541875848876,-0.7277488366240207,0.9479991021483776
0,3,0,2,83183.16,3,1.5608409364195526,-1.668781524325878,1.2341097746142367
6,1,0,1,60725.99,25,-1.0932228370479775,-0.27239135659352903,0.804943765915448
1,3,1,2,63238.73,0,0.4433404002226975,1.434832309199457,0.804943765915448
2,3,1,0,82953.33,11,-0.9535352700233706,-0.3854144800877438,-0.7686649326467773
4,1,1,0,37577.37,16,-0.6741601359741569,-1.4678881838342486,1.3771651108471663
5,3,1,0,23395.18,17,0.16396526617348417,-1.144836584653049,1.6632757833130254
6,3,0,0,23848.51,25,-0.2550974349003364,-1.4041128813371606,-1.6269969500443546
6,1,0,1,74598.88,25,-1.1630666205602809,-1.5380569433422824,1.2341097746142367
6,2,0,1,63340.94,22,-1.0932228370479775,1.5548177026059475,0.9479991021483776
0,2,1,2,24602.19,24,-0.2550974349003364,-1.5313449511065917,0.5188330934495888
1,3,0,2,18781.21,26,0.9322468848088216,1.6610378238002588,-1.3408862775784955
0,3,1,2,16465.29,3,1.4211533693949456,-0.31502957167720463,-0.196443587715059
1,1,0,0,64640.87,26,-1.4424417546094945,0.5013875856013382,0.08966708475080017
0,1,1,2,5011.27,3,-0.3249412184126399,-0.4216706144185,-1.0547756051126365
0,2,0,1,6740.34,2,-1.3725979710971912,1.590925945582358,-1.6269969500443546
4,0,0,2,42007.55,5,-1.6519731051464048,-1.1303318556691413,1.2341097746142367
2,3,1,2,70678.24,11,0.5830279672473044,-0.33516554838427665,-1.197830941345566
0,0,0,1,71028.74,2,0.3734966167103943,0.6414179456506879,-1.6269969500443546
4,0,0,1,45861.24,16,-1.1630666205602809,-0.4119894188378682,0.08966708475080017
3,1,1,0,70651.99,6,-0.8836914865110671,-0.07940451543038267,0.3757777572166593
2,3,1,1,54504.14,21,-1.6519731051464048,1.0261061108199756,-1.3408862775784955
0,3,1,1,97808.48,23,1.2116220188580356,-0.7171461641432347,0.804943765915448
5,1,1,2,20433.72,20,1.7005285034441595,1.3055297604691858,1.3771651108471663
6,0,1,1,62063.39,22,-1.2329104040725845,0.8973041174428744,-1.4839416138114252
3,1,0,0,51667.68,8,-0.8836914865110671,-1.2101818107578068,-0.196443587715059
3,2,1,2,23474.3,6,1.2814658023703387,-1.201513102141542,-1.6269969500443546
4,3,0,0,76249.09,15,1.4909971529072488,1.7089091175761677,0.3757777572166593
3,2,0,1,31173.26,4,-0.2550974349003364,-0.8940811052308566,-0.4825542601809181
2,1,1,0,41262.43,12,-1.512285538121798,0.9943891034418305,-0.4825542601809181
0,3,0,0,40608.9,2,-1.5821293216341017,-0.1903116549316509,-1.3408862775784955
0,2,0,1,28199.42,24,0.30365283319809083,-1.1416512324056025,0.3757777572166593
5,2,1,1,45917.01,18,-0.3249412184126399,-1.340553727742578,-0.05338825148212941
6,0,0,2,49967.86,22,-1.6519731051464048,-1.0557491080467887,0.9479991021483776
4,3,1,2,75701.06,10,0.30365283319809083,-1.1986349088608137,0.08966708475080017
6,2,1,2,77681.51,7,-1.6519731051464048,1.4664241777393094,0.5188330934495888
3,2,1,1,20062.82,8,1.0020906683211253,-0.46074806073985153,-0.05338825148212941
5,0,0,0,61313.37,17,-0.6741601359741569,-1.681761834734222,1.2341097746142367
6,2,0,0,90138.79,9,-1.5821293216341017,-0.1030785083837255,-1.6269969500443546
2,2,0,2,15334.73,21,0.30365283319809083,-1.3247862341177183,0.23272242098372975
0,2,0,2,49926.83,2,-0.3249412184126399,0.9951399364715857,-1.0547756051126365
3,0,1,1,76283.55,13,1.7005285034441595,0.9553230333785055,-0.7686649326467773
5,2,0,0,63091.68,19,0.16396526617348417,1.4430800962687378,0.23272242098372975
6,2,1,2,14555.64,7,-0.7440039194864605,-0.4567663704305435,-1.197830941345566
4,3,0,1,42677.58,16,0.7227155342719114,-0.7511611756427519,1.2341097746142367
2,3,0,2,53187.75,11,-0.7440039194864605,1.554385404800937,-0.7686649326467773
2,0,0,1,99605.33,14,1.4211533693949456,1.3836050193057026,1.6632757833130254
6,1,0,0,21967.75,7,-0.39478500192494337,1.525330441801015,0.804943765915448
0,3,0,1,98330.26,24,0.16396526617348417,-1.567987878210252,0.9479991021483776
6,0,1,2,40734.23,7,-1.512285538121798,-1.6190445242336076,-0.33949892394798853
3,2,0,2,24030.45,8,-0.2550974349003364,-0.4464367281423959,-0.7686649326467773
6,2,0,0,44340.36,9,1.2116220188580356,0.8520493630130821,-1.6269969500443546
2,0,0,0,63329.54,14,1.0719344518334284,0.17328492785633082,0.23272242098372975
5,2,0,2,25282.25,19,-0.9535352700233706,-0.3183741915370234,-1.0547756051126365
6,2,1,2,32686.71,25,-0.9535352700233706,0.13137479328635726,-1.6269969500443546
0,1,0,2,86181.92,24,1.1417782353457318,0.6196892928198927,-0.33949892394798853
5,2,1,0,99905.9,18,1.5608409364195526,-0.4231153991878775,-0.4825542601809181
4,3,0,2,35226.41,5,-1.3725979710971912,-1.4986723380542128,0.804943765915448
1,2,1,0,19141.4,0,-0.11540986787572974,-1.4596176442489144,-1.197830941345566
6,0,1,2,80351.23,9,-0.53447256894955,0.5881201767960934,0.3757777572166593
0,1,1,1,62043.29,23,1.3513095858826425,-0.5402453518296928,0.08966708475080017
5,2,1,1,14538.11,19,-1.4424417546094945,1.284961485957103,-1.6269969500443546
0,0,1,2,94943.29,24,-0.9535352700233706,0.2128629295308525,-0.196443587715059
4,3,0,1,12414.71,16,0.9322468848088216,0.33016352604306676,1.0910544383813072
